date,aqi
1603756800000,42.0
1604016000000,18.0
1604102400000,25.0
1604188800000,28.0
1604275200000,37.0
1604361600000,42.0
1604448000000,35.0
1604534400000,22.0
1605312000000,37.0
1605398400000,34.0
1605484800000,21.0
1605571200000,19.0
1605657600000,20.0
1605744000000,19.0
1605830400000,18.0
1605916800000,14.0
1606003200000,16.0
1606089600000,16.0
1606176000000,19.0
1606262400000,26.0
1606348800000,19.0
1606435200000,26.0
1606521600000,28.0
1606608000000,30.0
1606694400000,30.0
1606780800000,29.0
1606867200000,30.0
1606953600000,30.0
1607040000000,36.0
1607126400000,56.0
1607212800000,34.0
1607299200000,31.0
1607385600000,40.0
1607472000000,38.0
1607558400000,31.0
1607644800000,30.0
1607731200000,30.0
1607817600000,22.0
1607904000000,20.0
1607990400000,23.0
1608076800000,28.0
1608163200000,22.0
1608249600000,28.0
1608336000000,22.0
1608422400000,24.0
1608508800000,38.0
1608595200000,36.0
1608681600000,41.0
1608768000000,41.0
1608854400000,30.0
1608940800000,37.0
1609027200000,40.0
1609113600000,34.0
1609200000000,30.0
1609286400000,53.0
1609372800000,52.0
1609459200000,48.0
1609545600000,39.0
1609632000000,35.0
1593561600000,40.0
1593648000000,27.0
1593993600000,24.0
1594080000000,36.0
1594166400000,40.0
1594252800000,44.0
1594339200000,45.0
1594425600000,42.0
1594512000000,41.0
1594598400000,28.0
1594944000000,34.0
1595030400000,43.0
1595116800000,33.0
1595203200000,25.0
1595289600000,30.0
1595376000000,31.0
1595462400000,37.0
1595548800000,34.0
1595635200000,32.0
1595721600000,35.0
1595808000000,33.0
1595894400000,31.0
1595980800000,30.0
1596067200000,40.0
1596153600000,20.0
1596240000000,24.0
1596326400000,29.0
1596412800000,19.0
1596499200000,36.0
1596585600000,38.0
1596672000000,43.0
1596758400000,46.0
1596844800000,36.0
1596931200000,75.0
1597017600000,54.0
1597104000000,46.0
1597190400000,49.0
1597276800000,25.0
1597363200000,56.0
1597449600000,32.0
1597536000000,51.0
1597622400000,43.0
1597708800000,36.0
1597795200000,35.0
1597881600000,27.0
1597968000000,25.0
1598054400000,53.0
1598140800000,53.0
1598227200000,45.0
1598313600000,47.0
1598400000000,55.0
1598486400000,40.0
1598572800000,53.0
1598659200000,51.0
1598745600000,31.0
1598832000000,42.0
1598918400000,35.0
1599004800000,38.0
1599091200000,33.0
1599177600000,30.0
1599264000000,31.0
1599350400000,32.0
1599436800000,32.0
1599523200000,30.0
1599609600000,32.0
1599696000000,38.0
1599782400000,32.0
1599868800000,30.0
1599955200000,30.0
1600041600000,24.0
1600128000000,10.0
1600300800000,15.0
1600387200000,23.0
1600473600000,34.0
1600560000000,23.0
1600646400000,21.0
1600732800000,25.0
1600819200000,27.0
1600905600000,32.0
1600992000000,36.0
1601078400000,35.0
1601164800000,25.0
1601251200000,27.0
1601337600000,30.0
1601424000000,28.0
1585699200000,22.0
1585785600000,20.0
1585872000000,20.0
1585958400000,19.0
1586044800000,22.0
1586131200000,24.0
1586217600000,25.0
1586304000000,30.0
1586390400000,30.0
1586476800000,31.0
1586563200000,27.0
1586649600000,28.0
1586736000000,33.0
1586822400000,36.0
1586908800000,29.0
1586995200000,28.0
1587081600000,23.0
1587168000000,20.0
1587254400000,23.0
1587340800000,22.0
1587427200000,21.0
1587513600000,17.0
1587600000000,22.0
1587686400000,24.0
1587772800000,14.0
1587859200000,18.0
1587945600000,22.0
1588032000000,26.0
1588118400000,31.0
1589760000000,25.0
1589846400000,15.0
1589932800000,15.0
1590019200000,26.0
1590105600000,31.0
1590192000000,26.0
1590278400000,23.0
1590364800000,25.0
1590451200000,27.0
1590537600000,27.0
1590624000000,25.0
1590710400000,24.0
1590796800000,27.0
1590883200000,22.0
1590969600000,29.0
1591056000000,23.0
1591142400000,25.0
1591228800000,26.0
1591315200000,26.0
1591401600000,25.0
1592092800000,40.0
1592179200000,34.0
1592265600000,33.0
1592352000000,33.0
1592438400000,56.0
1592524800000,37.0
1592611200000,29.0
1592697600000,46.0
1592784000000,39.0
1592870400000,42.0
1592956800000,42.0
1593043200000,39.0
1593129600000,38.0
1593216000000,134.0
1593302400000,36.0
1593388800000,38.0
1593475200000,48.0
1579910400000,22.0
1580601600000,32.0
1580688000000,37.0
1580774400000,39.0
1580860800000,38.0
1580947200000,37.0
1581033600000,34.0
1581120000000,33.0
1581206400000,25.0
1581552000000,32.0
1581638400000,33.0
1581724800000,27.0
1581811200000,28.0
1581897600000,33.0
1581984000000,40.0
1582070400000,41.0
1582156800000,37.0
1582243200000,33.0
1583020800000,19.0
1583107200000,17.0
1583193600000,19.0
1583280000000,20.0
1583366400000,28.0
1583452800000,30.0
1583539200000,27.0
1583625600000,31.0
1583712000000,30.0
1583798400000,30.0
1583884800000,40.0
1583971200000,77.0
1584057600000,125.0
1584144000000,100.0
1584230400000,99.0
1584316800000,83.0
1584403200000,29.0
1584489600000,26.0
1584576000000,26.0
1584662400000,25.0
1584748800000,23.0
1584835200000,24.0
1584921600000,26.0
1585008000000,21.0
1585094400000,22.0
1585180800000,26.0
1585267200000,25.0
1585353600000,24.0
1501200000000,120.0
1501286400000,176.0
1501372800000,174.0
1501459200000,133.0
1501545600000,132.0
1501718400000,163.0
1501804800000,150.0
1501891200000,70.0
1491004800000,51.0
1491091200000,54.0
1491177600000,49.0
1491264000000,46.0
1491350400000,40.0
1491436800000,42.0
1491523200000,39.0
1491609600000,39.0
1491696000000,48.0
1491782400000,64.0
1491868800000,68.0
1491955200000,48.0
1492041600000,48.0
1492128000000,48.0
1492214400000,43.0
1492300800000,41.0
1492387200000,42.0
1492473600000,47.0
1492560000000,61.0
1492646400000,68.0
1492732800000,27.0
1493078400000,49.0
1493164800000,53.0
1493251200000,48.0
1493337600000,47.0
1493424000000,47.0
1493510400000,45.0
1493596800000,52.0
1493683200000,103.0
1493769600000,89.0
1493856000000,80.0
1493942400000,63.0
1494028800000,111.0
1494115200000,59.0
1494201600000,56.0
1494288000000,71.0
1494374400000,83.0
1494460800000,54.0
1494547200000,81.0
1494633600000,64.0
1494720000000,60.0
1494806400000,87.0
1494892800000,59.0
1494979200000,26.0
1495065600000,78.0
1495152000000,71.0
1495238400000,84.0
1495324800000,78.0
1495411200000,168.0
1495497600000,144.0
1495584000000,141.0
1495670400000,123.0
1495756800000,73.0
1495843200000,88.0
1495929600000,110.0
1496016000000,79.0
1496102400000,57.0
1496188800000,150.0
1496275200000,158.0
1496361600000,138.0
1496448000000,131.0
1496534400000,146.0
1496620800000,106.0
1496707200000,110.0
1496793600000,80.0
1496880000000,82.0
1496966400000,102.0
1497052800000,77.0
1497139200000,92.0
1497225600000,64.0
1498003200000,49.0
1498089600000,53.0
1487635200000,17.0
1487721600000,36.0
1487808000000,32.0
1487894400000,36.0
1487980800000,38.0
1488067200000,34.0
1488153600000,46.0
1488240000000,47.0
1488326400000,39.0
1488412800000,56.0
1488499200000,57.0
1488585600000,46.0
1488672000000,34.0
1488758400000,38.0
1489017600000,34.0
1489104000000,45.0
1489190400000,34.0
1489276800000,20.0
1489363200000,31.0
1489449600000,33.0
1489536000000,34.0
1489622400000,35.0
1489708800000,39.0
1489795200000,34.0
1489881600000,43.0
1489968000000,46.0
1490054400000,46.0
1490140800000,40.0
1490227200000,48.0
1490313600000,51.0
1490400000000,32.0
1490486400000,40.0
1490572800000,49.0
1490659200000,50.0
1490918400000,51.0
1451865600000,48.0
1451952000000,38.0
1452297600000,26.0
1452384000000,39.0
1452470400000,50.0
1453075200000,21.0
1453161600000,33.0
1453248000000,44.0
1453334400000,43.0
1453420800000,44.0
1453507200000,31.0
1453593600000,32.0
1453680000000,34.0
1453766400000,41.0
1453852800000,37.0
1453939200000,36.0
1454803200000,50.0
1454889600000,58.0
1454976000000,43.0
1455062400000,44.0
1455148800000,42.0
1455235200000,37.0
1455321600000,51.0
1455408000000,54.0
1455494400000,37.0
1455580800000,35.0
1455667200000,41.0
1455753600000,43.0
1455840000000,51.0
1455926400000,45.0
1456012800000,61.0
1456099200000,59.0
1456185600000,41.0
1456272000000,31.0
1456358400000,34.0
1456444800000,35.0
1456531200000,42.0
1456617600000,45.0
1456704000000,53.0
1456790400000,59.0
1457049600000,25.0
1443657600000,68.0
1443744000000,67.0
1443830400000,71.0
1443916800000,76.0
1444003200000,64.0
1444089600000,63.0
1444176000000,66.0
1444262400000,64.0
1444348800000,63.0
1444435200000,70.0
1444521600000,73.0
1444608000000,66.0
1444694400000,178.0
1444780800000,77.0
1444867200000,90.0
1444953600000,79.0
1445040000000,70.0
1445126400000,76.0
1445212800000,74.0
1445299200000,78.0
1445385600000,84.0
1445472000000,81.0
1445558400000,69.0
1445644800000,64.0
1445731200000,67.0
1445817600000,66.0
1445904000000,66.0
1445990400000,39.0
1446508800000,61.0
1446595200000,72.0
1446681600000,81.0
1446768000000,82.0
1446854400000,86.0
1446940800000,90.0
1447027200000,84.0
1447113600000,64.0
1447200000000,88.0
1447286400000,78.0
1447372800000,82.0
1447459200000,75.0
1447545600000,75.0
1447632000000,68.0
1447718400000,61.0
1447891200000,58.0
1447977600000,64.0
1448064000000,50.0
1448150400000,66.0
1448236800000,61.0
1448323200000,63.0
1448409600000,63.0
1448496000000,63.0
1448582400000,60.0
1448668800000,57.0
1448755200000,52.0
1448841600000,45.0
1448928000000,49.0
1449014400000,54.0
1449100800000,41.0
1449187200000,53.0
1449273600000,21.0
1449619200000,27.0
1449705600000,51.0
1449792000000,35.0
1450828800000,32.0
1450915200000,36.0
1451001600000,29.0
1451088000000,33.0
1451174400000,44.0
1451260800000,45.0
1451347200000,37.0
1451433600000,24.0
1436832000000,106.0
1436918400000,83.0
1437004800000,103.0
1437091200000,79.0
1437177600000,44.0
1437436800000,125.0
1437523200000,123.0
1437609600000,118.0
1437696000000,136.0
1437782400000,82.0
1437868800000,71.0
1437955200000,81.0
1438041600000,61.0
1438128000000,63.0
1438214400000,81.0
1438300800000,88.0
1438387200000,85.0
1438473600000,112.0
1438560000000,102.0
1438646400000,129.0
1438732800000,109.0
1438819200000,100.0
1438905600000,104.0
1438992000000,128.0
1439078400000,90.0
1439164800000,68.0
1439251200000,69.0
1439337600000,76.0
1439424000000,78.0
1439510400000,72.0
1439596800000,76.0
1439683200000,88.0
1439769600000,92.0
1439856000000,112.0
1439942400000,60.0
1440028800000,74.0
1440115200000,96.0
1440201600000,131.0
1440288000000,113.0
1440374400000,92.0
1440460800000,69.0
1440547200000,71.0
1440633600000,81.0
1440720000000,67.0
1440806400000,76.0
1440892800000,76.0
1440979200000,53.0
1441065600000,60.0
1441152000000,97.0
1441238400000,53.0
1441497600000,62.0
1441584000000,73.0
1441670400000,65.0
1441756800000,56.0
1441843200000,55.0
1441929600000,66.0
1442016000000,54.0
1442102400000,57.0
1442188800000,61.0
1442275200000,76.0
1442361600000,76.0
1442448000000,88.0
1442534400000,56.0
1442620800000,45.0
1442707200000,75.0
1442793600000,71.0
1442880000000,76.0
1442966400000,65.0
1443052800000,66.0
1443139200000,77.0
1443225600000,65.0
1443312000000,63.0
1443398400000,65.0
1443484800000,65.0
1443571200000,77.0
1427846400000,91.0
1427932800000,102.0
1428019200000,117.0
1428105600000,92.0
1429142400000,106.0
1429228800000,103.0
1429315200000,151.0
1429401600000,177.0
1429488000000,255.0
1429574400000,216.0
1429660800000,84.0
1429747200000,94.0
1429833600000,99.0
1429920000000,128.0
1430006400000,60.0
1430092800000,79.0
1430179200000,156.0
1430265600000,244.0
1430352000000,42.0
1430438400000,202.0
1430524800000,220.0
1430611200000,429.0
1420070400000,115.0
1420156800000,113.0
1420243200000,85.0
1426809600000,83.0
1426896000000,74.0
1426982400000,68.0
1427068800000,73.0
1427155200000,95.0
1427241600000,101.0
1427328000000,84.0
1427414400000,80.0
1427500800000,100.0
1427587200000,86.0
1427673600000,83.0
1427760000000,75.0
1416441600000,106.0
1416528000000,93.0
1416614400000,79.0
1416700800000,76.0
1416787200000,470.0
1416873600000,541.0
1416960000000,437.0
1417046400000,207.0
1417305600000,156.0
1417392000000,368.0
1417478400000,314.0
1419465600000,76.0
1419552000000,61.0
1405123200000,20.0
1615334400000,25.0
1615420800000,27.0
1615507200000,34.0
1615593600000,34.0
1615680000000,30.0
1615766400000,32.0
1615852800000,30.0
1615939200000,32.0
1616025600000,37.0
1616112000000,34.0
1616198400000,32.0
1616284800000,29.0
1616371200000,30.0
1603929600000,10.0
1605225600000,6.0
1593907200000,8.0
1594857600000,13.0
1600214400000,16.0
1589673600000,8.0
1581379200000,11.0
1581465600000,11.0
1563753600000,34.0
1498867200000,15.0
1498953600000,15.0
1499040000000,18.0
1499126400000,16.0
1499212800000,13.0
1499299200000,17.0
1499385600000,19.0
1499472000000,15.0
1499558400000,14.0
1499644800000,16.0
1499731200000,12.0
1499817600000,13.0
1499904000000,12.0
1499990400000,14.0
1500076800000,14.0
1500163200000,12.0
1500249600000,17.0
1500336000000,13.0
1500422400000,17.0
1500508800000,15.0
1500595200000,15.0
1500681600000,11.0
1500768000000,12.0
1500854400000,17.0
1500940800000,11.0
1501027200000,17.0
1501113600000,13.0
1492992000000,13.0
1497916800000,16.0
1498176000000,15.0
1498262400000,15.0
1498348800000,15.0
1498435200000,15.0
1498521600000,12.0
1498608000000,13.0
1498694400000,17.0
1498780800000,17.0
1446422400000,11.0
1447804800000,14.0
1449532800000,10.0
1450742400000,15.0
1589587200000,7.0
1540944000000,124.0
1543276800000,137.0
